module,path,upstream_path,book,family,line_count,sha256,upstream_url,verify_url
TauLib.BookI.Topos.EarnedArrows,taulib-sources/project/TauLib/BookI/Topos/EarnedArrows.lean,TauLib/BookI/Topos/EarnedArrows.lean,BookI,Topos,169,1e4d4d6a1a915ed1de9777b2a67e454cde0f6523827095ad27c9f070f8851e18,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/EarnedArrows.lean,/corpus/taulib/docs/book-i-topos-earned-arrows/
TauLib.BookI.Topos.EarnedTopos,taulib-sources/project/TauLib/BookI/Topos/EarnedTopos.lean,TauLib/BookI/Topos/EarnedTopos.lean,BookI,Topos,226,97de3e4ae0e54411e0dbc05dc1ef3cbffdd1698032f49435caa7e489c47a052a,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/EarnedTopos.lean,/corpus/taulib/docs/book-i-topos-earned-topos/
TauLib.BookI.Topos.Functors,taulib-sources/project/TauLib/BookI/Topos/Functors.lean,TauLib/BookI/Topos/Functors.lean,BookI,Topos,199,387c08b1253814846e6cd7df410024059afd08aecb72f33a2f28f5220c7a9507,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/Functors.lean,/corpus/taulib/docs/book-i-topos-functors/
TauLib.BookI.Topos.H6EarnedCategoricalMachine,taulib-sources/project/TauLib/BookI/Topos/H6EarnedCategoricalMachine.lean,TauLib/BookI/Topos/H6EarnedCategoricalMachine.lean,BookI,Topos,305,4b628cb30f23c54ca5550bec0ade9f7ac4d2a4033351587cd7ebf6a597de9904,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/H6EarnedCategoricalMachine.lean,/corpus/taulib/docs/book-i-topos-h6-earned-categorical-machine/
TauLib.BookI.Topos.H7CircularityFull,taulib-sources/project/TauLib/BookI/Topos/H7CircularityFull.lean,TauLib/BookI/Topos/H7CircularityFull.lean,BookI,Topos,255,86786efef317362f117c0d41db0bc92220504caa7d1bdb6f43de321e15ced195,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/H7CircularityFull.lean,/corpus/taulib/docs/book-i-topos-h7-circularity-full/
TauLib.BookI.Topos.H7ClassicalClosure,taulib-sources/project/TauLib/BookI/Topos/H7ClassicalClosure.lean,TauLib/BookI/Topos/H7ClassicalClosure.lean,BookI,Topos,295,cc9cfbf738e238ee7ff2a7ccf48e86e58ab1593150987400e8a12209810cdec3,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/H7ClassicalClosure.lean,/corpus/taulib/docs/book-i-topos-h7-classical-closure/
TauLib.BookI.Topos.H7ToposClassifier,taulib-sources/project/TauLib/BookI/Topos/H7ToposClassifier.lean,TauLib/BookI/Topos/H7ToposClassifier.lean,BookI,Topos,316,69f69115705b37c9670958d8fb54e54c9f73bb2b0aaaba7d0e81f8db039bd1a2,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/H7ToposClassifier.lean,/corpus/taulib/docs/book-i-topos-h7-topos-classifier/
TauLib.BookI.Topos.InternalHom,taulib-sources/project/TauLib/BookI/Topos/InternalHom.lean,TauLib/BookI/Topos/InternalHom.lean,BookI,Topos,117,72c7b738a48d8bc3c8546c8ea38189cc1dbaae821f940c87ae00e1cf8193a892,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/InternalHom.lean,/corpus/taulib/docs/book-i-topos-internal-hom/
TauLib.BookI.Topos.LimitsSites,taulib-sources/project/TauLib/BookI/Topos/LimitsSites.lean,TauLib/BookI/Topos/LimitsSites.lean,BookI,Topos,239,5eca547d736010b06bbec1944708e2cffd40d2356f176cbace39a427d35f1d8a,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/LimitsSites.lean,/corpus/taulib/docs/book-i-topos-limits-sites/
TauLib.BookI.Topos.ParaconsistentSoundness,taulib-sources/project/TauLib/BookI/Topos/ParaconsistentSoundness.lean,TauLib/BookI/Topos/ParaconsistentSoundness.lean,BookI,Topos,463,14b3b272c932d64c4008164ed0d7d537aa0d629083c64b007f9ca841114c3a48,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/ParaconsistentSoundness.lean,/corpus/taulib/docs/book-i-topos-paraconsistent-soundness/
TauLib.BookI.Topos.WedgeProduct,taulib-sources/project/TauLib/BookI/Topos/WedgeProduct.lean,TauLib/BookI/Topos/WedgeProduct.lean,BookI,Topos,121,1435b9c7bf54363e9c2b8ce4df942ceabfca680664a0e78375e834fae6bf3993,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI/Topos/WedgeProduct.lean,/corpus/taulib/docs/book-i-topos-wedge-product/
TauLib.BookI,taulib-sources/project/TauLib/BookI.lean,TauLib/BookI.lean,BookI,,138,086d07b4bf290dd98593758263810248607e545e845ea41ef3892f696c022360,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookI.lean,/corpus/taulib/docs/book-i/
TauLib.BookII.CentralTheorem.BoundaryCharacters,taulib-sources/project/TauLib/BookII/CentralTheorem/BoundaryCharacters.lean,TauLib/BookII/CentralTheorem/BoundaryCharacters.lean,BookII,CentralTheorem,419,037bf20172937ecc178274d017d00dfabf874db2c9ff02d09f335cc609d5f736,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/CentralTheorem/BoundaryCharacters.lean,/corpus/taulib/docs/book-ii-central-theorem-boundary-characters/
TauLib.BookII.CentralTheorem.Categoricity,taulib-sources/project/TauLib/BookII/CentralTheorem/Categoricity.lean,TauLib/BookII/CentralTheorem/Categoricity.lean,BookII,CentralTheorem,386,bad8b9119ed5590aadc67ff7472059d175fcd353d6848c0b047b3b1dc87faa06,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/CentralTheorem/Categoricity.lean,/corpus/taulib/docs/book-ii-central-theorem-categoricity/
TauLib.BookII.CentralTheorem.CentralTheorem,taulib-sources/project/TauLib/BookII/CentralTheorem/CentralTheorem.lean,TauLib/BookII/CentralTheorem/CentralTheorem.lean,BookII,CentralTheorem,454,1317d884cdcc1e38d253d4a20a1117ad66bbac30bf80d2395bc602705fe8f552,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/CentralTheorem/CentralTheorem.lean,/corpus/taulib/docs/book-ii-central-theorem-central-theorem/
TauLib.BookII.CentralTheorem.ExtensionsOmegaGerms,taulib-sources/project/TauLib/BookII/CentralTheorem/ExtensionsOmegaGerms.lean,TauLib/BookII/CentralTheorem/ExtensionsOmegaGerms.lean,BookII,CentralTheorem,393,59689d3c73a747cf6193f7d567f35e208e2be51dc76cd96c6881970aae5877e7,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/CentralTheorem/ExtensionsOmegaGerms.lean,/corpus/taulib/docs/book-ii-central-theorem-extensions-omega-germs/
TauLib.BookII.CentralTheorem.HartogsExtension,taulib-sources/project/TauLib/BookII/CentralTheorem/HartogsExtension.lean,TauLib/BookII/CentralTheorem/HartogsExtension.lean,BookII,CentralTheorem,356,ca7284a8d137ba44676470c75a918ec4099486bf63b669e47f5f0adaf514c206,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/CentralTheorem/HartogsExtension.lean,/corpus/taulib/docs/book-ii-central-theorem-hartogs-extension/
TauLib.BookII.CentralTheorem.SheafCohomology,taulib-sources/project/TauLib/BookII/CentralTheorem/SheafCohomology.lean,TauLib/BookII/CentralTheorem/SheafCohomology.lean,BookII,CentralTheorem,240,486dfb17972a215c7a5680f74ccdc0d3633849fb14ca47bf4ac965b989dc229c,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/CentralTheorem/SheafCohomology.lean,/corpus/taulib/docs/book-ii-central-theorem-sheaf-cohomology/
TauLib.BookII.CentralTheorem.YonedaApplied,taulib-sources/project/TauLib/BookII/CentralTheorem/YonedaApplied.lean,TauLib/BookII/CentralTheorem/YonedaApplied.lean,BookII,CentralTheorem,341,e660cc99dcf5e782747290c6168783bd77857af15f15b1fd1ff41d7b0cbff987,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/CentralTheorem/YonedaApplied.lean,/corpus/taulib/docs/book-ii-central-theorem-yoneda-applied/
TauLib.BookII.Closure.BSDbridge,taulib-sources/project/TauLib/BookII/Closure/BSDbridge.lean,TauLib/BookII/Closure/BSDbridge.lean,BookII,Closure,250,69d5f180d8712637c458bba8f3d52d8c4fd7cab0baf12afcca9591d059b96396,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Closure/BSDbridge.lean,/corpus/taulib/docs/book-ii-closure-bsdbridge/
TauLib.BookII.Closure.Connection,taulib-sources/project/TauLib/BookII/Closure/Connection.lean,TauLib/BookII/Closure/Connection.lean,BookII,Closure,231,595ad786ee28a2c3df215b47e23b6bd6da7efe6700378819742b395cce217f88,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Closure/Connection.lean,/corpus/taulib/docs/book-ii-closure-connection/
TauLib.BookII.Closure.Curvature,taulib-sources/project/TauLib/BookII/Closure/Curvature.lean,TauLib/BookII/Closure/Curvature.lean,BookII,Closure,216,9716a8c8f3fe7cc24aa611c765ff3ad3edf82b829de4b859f865a54b10122512,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Closure/Curvature.lean,/corpus/taulib/docs/book-ii-closure-curvature/
TauLib.BookII.Closure.DiffGeoAgenda,taulib-sources/project/TauLib/BookII/Closure/DiffGeoAgenda.lean,TauLib/BookII/Closure/DiffGeoAgenda.lean,BookII,Closure,168,e0efddf9f578a8bbde98d62141bc6ac583503edbfadcff558bf79e553c767c2a,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Closure/DiffGeoAgenda.lean,/corpus/taulib/docs/book-ii-closure-diff-geo-agenda/
TauLib.BookII.Closure.ForwardBook3,taulib-sources/project/TauLib/BookII/Closure/ForwardBook3.lean,TauLib/BookII/Closure/ForwardBook3.lean,BookII,Closure,232,1d966e7b3809011ebb0951dc850b7cbf1edafed6e0f7ba3d1ef4db36e2176a35,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Closure/ForwardBook3.lean,/corpus/taulib/docs/book-ii-closure-forward-book3/
TauLib.BookII.Closure.GeometricBiSquare,taulib-sources/project/TauLib/BookII/Closure/GeometricBiSquare.lean,TauLib/BookII/Closure/GeometricBiSquare.lean,BookII,Closure,339,063526d702345297f81ce0fac23139a1e8b69fb8199b4347566f423bac29542e,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Closure/GeometricBiSquare.lean,/corpus/taulib/docs/book-ii-closure-geometric-bi-square/
TauLib.BookII.Closure.TauManifold,taulib-sources/project/TauLib/BookII/Closure/TauManifold.lean,TauLib/BookII/Closure/TauManifold.lean,BookII,Closure,326,87c9fe0e83caf39c40d8996ecd7620a1e08930ecfc26e3cf4c4f9c9b34e24773,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Closure/TauManifold.lean,/corpus/taulib/docs/book-ii-closure-tau-manifold/
TauLib.BookII.Domains.Cylinders,taulib-sources/project/TauLib/BookII/Domains/Cylinders.lean,TauLib/BookII/Domains/Cylinders.lean,BookII,Domains,175,980d0e163fd030044eaa9af9d5a153c9467c92286679dcc5ed2b04f3070c4216,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Domains/Cylinders.lean,/corpus/taulib/docs/book-ii-domains-cylinders/
TauLib.BookII.Domains.HolImpliesCont,taulib-sources/project/TauLib/BookII/Domains/HolImpliesCont.lean,TauLib/BookII/Domains/HolImpliesCont.lean,BookII,Domains,152,644b8bbc5ad1fc1adadca049ac9bb70a6ba485dc00e93b0abbe45c1a90a3d377,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Domains/HolImpliesCont.lean,/corpus/taulib/docs/book-ii-domains-hol-implies-cont/
TauLib.BookII.Domains.Ultrametric,taulib-sources/project/TauLib/BookII/Domains/Ultrametric.lean,TauLib/BookII/Domains/Ultrametric.lean,BookII,Domains,148,bccbdbc7c962bfa4c9c2b320de1f77cfe5356dd134996068a7997841aac1399c,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Domains/Ultrametric.lean,/corpus/taulib/docs/book-ii-domains-ultrametric/
TauLib.BookII.Enrichment.EnrichmentLadder,taulib-sources/project/TauLib/BookII/Enrichment/EnrichmentLadder.lean,TauLib/BookII/Enrichment/EnrichmentLadder.lean,BookII,Enrichment,338,5f3662ad75dc44cb294aedc7b7d152878ba5b34db7cc21bec45c910a9d56b5e8,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Enrichment/EnrichmentLadder.lean,/corpus/taulib/docs/book-ii-enrichment-enrichment-ladder/
TauLib.BookII.Enrichment.Homological,taulib-sources/project/TauLib/BookII/Enrichment/Homological.lean,TauLib/BookII/Enrichment/Homological.lean,BookII,Enrichment,217,e61a2dee0688c45373c0a2cf45e56edcfbc03899f1ca6358159401a26045f23c,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Enrichment/Homological.lean,/corpus/taulib/docs/book-ii-enrichment-homological/
TauLib.BookII.Enrichment.SelfDescribing,taulib-sources/project/TauLib/BookII/Enrichment/SelfDescribing.lean,TauLib/BookII/Enrichment/SelfDescribing.lean,BookII,Enrichment,318,36e79c7755c11ab27c980602fc60c94b6582694ffec255754a2819cdb99bc378,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Enrichment/SelfDescribing.lean,/corpus/taulib/docs/book-ii-enrichment-self-describing/
TauLib.BookII.Enrichment.SelfEnrichment,taulib-sources/project/TauLib/BookII/Enrichment/SelfEnrichment.lean,TauLib/BookII/Enrichment/SelfEnrichment.lean,BookII,Enrichment,372,6c667846ae9e7a9c41270e64b02efa22614e5753fa096345624e8c6e08cce67d,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Enrichment/SelfEnrichment.lean,/corpus/taulib/docs/book-ii-enrichment-self-enrichment/
TauLib.BookII.Enrichment.TwoCategories,taulib-sources/project/TauLib/BookII/Enrichment/TwoCategories.lean,TauLib/BookII/Enrichment/TwoCategories.lean,BookII,Enrichment,465,b6cc3bbdb39df39a071568475ca2bb0f4ec46f4edef74f5da191b3e300713ac3,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Enrichment/TwoCategories.lean,/corpus/taulib/docs/book-ii-enrichment-two-categories/
TauLib.BookII.Enrichment.YonedaTheorem,taulib-sources/project/TauLib/BookII/Enrichment/YonedaTheorem.lean,TauLib/BookII/Enrichment/YonedaTheorem.lean,BookII,Enrichment,343,537641d9b8ce5bbd8df31432825162194a776cd3944a09a94f6e954e91a3ed9f,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Enrichment/YonedaTheorem.lean,/corpus/taulib/docs/book-ii-enrichment-yoneda-theorem/
TauLib.BookII.Geometry.Betweenness,taulib-sources/project/TauLib/BookII/Geometry/Betweenness.lean,TauLib/BookII/Geometry/Betweenness.lean,BookII,Geometry,118,18ad4a22e05e1cf38adbf7674968c8fe4ebf4399b8bf83946f4d2365cbe0fa0b,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Geometry/Betweenness.lean,/corpus/taulib/docs/book-ii-geometry-betweenness/
TauLib.BookII.Geometry.CausalStructure,taulib-sources/project/TauLib/BookII/Geometry/CausalStructure.lean,TauLib/BookII/Geometry/CausalStructure.lean,BookII,Geometry,193,b74db434ebc9ec9d43ecc7109ae05378e14abdbf8ef4c04e0564fa0a645fc8e2,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Geometry/CausalStructure.lean,/corpus/taulib/docs/book-ii-geometry-causal-structure/
TauLib.BookII.Geometry.Congruence,taulib-sources/project/TauLib/BookII/Geometry/Congruence.lean,TauLib/BookII/Geometry/Congruence.lean,BookII,Geometry,137,92e4f447efdb14cef8b3b35e91f3f7ef7942f6f9e2b395faad48260d8c693a6f,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Geometry/Congruence.lean,/corpus/taulib/docs/book-ii-geometry-congruence/
TauLib.BookII.Geometry.OrthodoxBridge,taulib-sources/project/TauLib/BookII/Geometry/OrthodoxBridge.lean,TauLib/BookII/Geometry/OrthodoxBridge.lean,BookII,Geometry,276,9c180408faa800d7fbe97d0cad6844083b4da15a56ac0d7cf29493078144a198,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Geometry/OrthodoxBridge.lean,/corpus/taulib/docs/book-ii-geometry-orthodox-bridge/
TauLib.BookII.Geometry.PaschParallel,taulib-sources/project/TauLib/BookII/Geometry/PaschParallel.lean,TauLib/BookII/Geometry/PaschParallel.lean,BookII,Geometry,190,4f6ced954ee9270b421b557059f458b411d68d9945b8ffe460794e20f91ca9da,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Geometry/PaschParallel.lean,/corpus/taulib/docs/book-ii-geometry-pasch-parallel/
TauLib.BookII.Hartogs.BndLift,taulib-sources/project/TauLib/BookII/Hartogs/BndLift.lean,TauLib/BookII/Hartogs/BndLift.lean,BookII,Hartogs,475,f17d0b7c92c4ebca905ef69ce457262f89572588f334d6c4ad40c45ce4992a8e,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Hartogs/BndLift.lean,/corpus/taulib/docs/book-ii-hartogs-bnd-lift/
TauLib.BookII.Hartogs.CalibratedSplitComplex,taulib-sources/project/TauLib/BookII/Hartogs/CalibratedSplitComplex.lean,TauLib/BookII/Hartogs/CalibratedSplitComplex.lean,BookII,Hartogs,317,7bfb0c18896a3feef6a08bc7769075b8d780a9feaf523107acaf5febeb3755fe,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Hartogs/CalibratedSplitComplex.lean,/corpus/taulib/docs/book-ii-hartogs-calibrated-split-complex/
TauLib.BookII.Hartogs.CanonicalBasis,taulib-sources/project/TauLib/BookII/Hartogs/CanonicalBasis.lean,TauLib/BookII/Hartogs/CanonicalBasis.lean,BookII,Hartogs,422,2df6b1e14d05092416310a47b0804eb53cba556cbf8ee3be95db84095e39f0ad,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Hartogs/CanonicalBasis.lean,/corpus/taulib/docs/book-ii-hartogs-canonical-basis/
TauLib.BookII.Hartogs.CategoryStructure,taulib-sources/project/TauLib/BookII/Hartogs/CategoryStructure.lean,TauLib/BookII/Hartogs/CategoryStructure.lean,BookII,Hartogs,480,5bbeddd2366c03031259def4a522c3d3de20dbcd203332603e93c62b36fa0b51,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Hartogs/CategoryStructure.lean,/corpus/taulib/docs/book-ii-hartogs-category-structure/
TauLib.BookII.Hartogs.EvolutionOperator,taulib-sources/project/TauLib/BookII/Hartogs/EvolutionOperator.lean,TauLib/BookII/Hartogs/EvolutionOperator.lean,BookII,Hartogs,338,8eba63dbde86b1cdf9be932cf1b264cdca08990e2d9ec19c948ea89ad4fe6df4,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Hartogs/EvolutionOperator.lean,/corpus/taulib/docs/book-ii-hartogs-evolution-operator/
TauLib.BookII.Hartogs.L2Space,taulib-sources/project/TauLib/BookII/Hartogs/L2Space.lean,TauLib/BookII/Hartogs/L2Space.lean,BookII,Hartogs,243,f4c93380076375fa163d07580c1080348cb2039ffceb902959591488acd8448a,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Hartogs/L2Space.lean,/corpus/taulib/docs/book-ii-hartogs-l2-space/
TauLib.BookII.Hartogs.LaurentResidue,taulib-sources/project/TauLib/BookII/Hartogs/LaurentResidue.lean,TauLib/BookII/Hartogs/LaurentResidue.lean,BookII,Hartogs,512,7d410631bdc256369995428e93136e630d42c9e2718e29d5802832564294236e,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Hartogs/LaurentResidue.lean,/corpus/taulib/docs/book-ii-hartogs-laurent-residue/
TauLib.BookII.Hartogs.MutualDetermination,taulib-sources/project/TauLib/BookII/Hartogs/MutualDetermination.lean,TauLib/BookII/Hartogs/MutualDetermination.lean,BookII,Hartogs,391,8c9eccf216b6af50bb492025c165ca4a84d3f3903269223df6018dc7870fed88,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Hartogs/MutualDetermination.lean,/corpus/taulib/docs/book-ii-hartogs-mutual-determination/
TauLib.BookII.Hartogs.SheafCoherence,taulib-sources/project/TauLib/BookII/Hartogs/SheafCoherence.lean,TauLib/BookII/Hartogs/SheafCoherence.lean,BookII,Hartogs,497,9523ea633571e6e139a188d444337047446ba835c5cf11fcf623944eb86a0081,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Hartogs/SheafCoherence.lean,/corpus/taulib/docs/book-ii-hartogs-sheaf-coherence/
TauLib.BookII.Interior.ABCDRigidity,taulib-sources/project/TauLib/BookII/Interior/ABCDRigidity.lean,TauLib/BookII/Interior/ABCDRigidity.lean,BookII,Interior,151,3b11a7c5b2d8d40587b5c54f0ffeeeae26bd72a65c362f755aa0692243146851,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Interior/ABCDRigidity.lean,/corpus/taulib/docs/book-ii-interior-abcdrigidity/
TauLib.BookII.Interior.BipolarDecomposition,taulib-sources/project/TauLib/BookII/Interior/BipolarDecomposition.lean,TauLib/BookII/Interior/BipolarDecomposition.lean,BookII,Interior,136,1159b9f75c063f3ec8a0f26771af4697dc6f030cf5479bdd879dbf152308cc75,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Interior/BipolarDecomposition.lean,/corpus/taulib/docs/book-ii-interior-bipolar-decomposition/
TauLib.BookII.Interior.OmegaReadout,taulib-sources/project/TauLib/BookII/Interior/OmegaReadout.lean,TauLib/BookII/Interior/OmegaReadout.lean,BookII,Interior,166,5c1757aced41fac2f665ac96510c69cb0eaa337dd0a9d63db04b47ea095dcae6,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Interior/OmegaReadout.lean,/corpus/taulib/docs/book-ii-interior-omega-readout/
TauLib.BookII.Interior.Tau3Fibration,taulib-sources/project/TauLib/BookII/Interior/Tau3Fibration.lean,TauLib/BookII/Interior/Tau3Fibration.lean,BookII,Interior,180,27c2bff80487f5cf669c9b9c4f6a00fcf4e5114d13994626f7ec0734468f2c8a,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Interior/Tau3Fibration.lean,/corpus/taulib/docs/book-ii-interior-tau3-fibration/
TauLib.BookII.Interior.TauAdmissible,taulib-sources/project/TauLib/BookII/Interior/TauAdmissible.lean,TauLib/BookII/Interior/TauAdmissible.lean,BookII,Interior,200,06c3c8cd817e54396051cb08fc2f897ea94c0803109ee9d869d60dcc992d9e68,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Interior/TauAdmissible.lean,/corpus/taulib/docs/book-ii-interior-tau-admissible/
TauLib.BookII.Mirror.DimensionalLadder,taulib-sources/project/TauLib/BookII/Mirror/DimensionalLadder.lean,TauLib/BookII/Mirror/DimensionalLadder.lean,BookII,Mirror,511,464788cd3709254b78bf65d7e5ba8d55740c3fa45b369055f2719bbc9bfacb91,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Mirror/DimensionalLadder.lean,/corpus/taulib/docs/book-ii-mirror-dimensional-ladder/
TauLib.BookII.Mirror.Inventory,taulib-sources/project/TauLib/BookII/Mirror/Inventory.lean,TauLib/BookII/Mirror/Inventory.lean,BookII,Mirror,212,54b12d0bd1f47a58bd6f4a31e23eb1274578b4f91425b78458b7370cf07dd8a9,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Mirror/Inventory.lean,/corpus/taulib/docs/book-ii-mirror-inventory/
TauLib.BookII.Mirror.PhysicsQuadrant,taulib-sources/project/TauLib/BookII/Mirror/PhysicsQuadrant.lean,TauLib/BookII/Mirror/PhysicsQuadrant.lean,BookII,Mirror,304,51307735ba02513ccb47485e0181c7fa222dc2324966d791dfccd7daa8cdf3a1,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Mirror/PhysicsQuadrant.lean,/corpus/taulib/docs/book-ii-mirror-physics-quadrant/
TauLib.BookII.Mirror.SignClassification,taulib-sources/project/TauLib/BookII/Mirror/SignClassification.lean,TauLib/BookII/Mirror/SignClassification.lean,BookII,Mirror,307,d2972fa32cd6028fe8272118a5f70851e013e5288582e409090171a49d4d7583,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Mirror/SignClassification.lean,/corpus/taulib/docs/book-ii-mirror-sign-classification/
TauLib.BookII.Mirror.WaveHolomorphy,taulib-sources/project/TauLib/BookII/Mirror/WaveHolomorphy.lean,TauLib/BookII/Mirror/WaveHolomorphy.lean,BookII,Mirror,342,689363a5674a9b6dbe44455d4268ff7c5a639604979df326379b263a09ae0cb0,https://github.com/Panta-Rhei-Research/taulib/blob/cb5e83015b54dd72eba560953fe2461820078757/TauLib/BookII/Mirror/WaveHolomorphy.lean,/corpus/taulib/docs/book-ii-mirror-wave-holomorphy/
